Activity Date,Transaction Amount,Admitting Physician,Attending Physician,Consulting Physician,Ordering Physician,Revenue Code,Performing Physician,Referring Physician,Rendering Physician,Supervising Physician
06/21/2024,-25,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/21/2024,-24,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/21/2024,-24,"Donnally, Chester MD","Donnally, Chester MD",,,0272,,,"Donnally, Chester MD",
06/21/2024,-24,"Jones-Quaidoo, Sean M","Jones-Quaidoo, Sean M",,,0272,,,"Jones-Quaidoo, Sean M",
06/21/2024,-24,"Madsen, Terry D","Madsen, Terry D",,,0272,,,"Madsen, Terry D",
06/21/2024,-24,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,-24,"Sethuraman, Venkat","Sethuraman, Venkat",,,0272,,,"Sethuraman, Venkat",
06/21/2024,-24,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/21/2024,-24,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
06/21/2024,-22.56,"Hsiao, Chris L","Hsiao, Chris L",,,0250,,,,
06/21/2024,-21.84,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,-20,"Madsen, Terry D","Madsen, Terry D",,,0272,,,"Madsen, Terry D",
06/21/2024,-19,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/21/2024,-18,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/21/2024,-18,"Donnally, Chester MD","Donnally, Chester MD",,,0272,,,"Donnally, Chester MD",
06/21/2024,-18,"Jones-Quaidoo, Sean M","Jones-Quaidoo, Sean M",,,0272,,,"Jones-Quaidoo, Sean M",
06/21/2024,-18,"Madsen, Terry D","Madsen, Terry D",,,0272,,,"Madsen, Terry D",
06/21/2024,-18,"Sethuraman, Venkat","Sethuraman, Venkat",,,0272,,,"Sethuraman, Venkat",
06/21/2024,-18,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/21/2024,-18,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
06/21/2024,-16,"Sethuraman, Venkat","Sethuraman, Venkat",,,0272,,,"Sethuraman, Venkat",
06/21/2024,-12,"Sethuraman, Venkat","Sethuraman, Venkat",,,0272,,,"Sethuraman, Venkat",
06/21/2024,-6,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/21/2024,-6,"Donnally, Chester MD","Donnally, Chester MD",,,0272,,,"Donnally, Chester MD",
06/21/2024,-6,"Jones-Quaidoo, Sean M","Jones-Quaidoo, Sean M",,,0272,,,"Jones-Quaidoo, Sean M",
06/21/2024,-6,"Madsen, Terry D","Madsen, Terry D",,,0272,,,"Madsen, Terry D",
06/21/2024,-6,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,-6,"Sethuraman, Venkat","Sethuraman, Venkat",,,0272,,,"Sethuraman, Venkat",
06/21/2024,-6,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/21/2024,-6,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
06/21/2024,-5,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/21/2024,-5,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/21/2024,-4.44,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,-1.62,"Odom, Christopher K","Odom, Christopher K",,,0250,,,,
06/21/2024,-1,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/21/2024,0,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,0,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,0,"Cubitt, Bradley","Cubitt, Bradley",,,0271,,,"Cubitt, Bradley",
06/21/2024,0,"Hsiao, Chris L","Hsiao, Chris L",,,0271,,,"Hsiao, Chris L",
06/21/2024,0,"Kowalski, Christopher","Kowalski, Christopher",,,0271,,,"Kowalski, Christopher",
06/21/2024,0,"Patel, Vikas MD","Patel, Vikas MD",,,0250,,,,
06/21/2024,0,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,0,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,0,"Sethuraman, Venkat","Sethuraman, Venkat",,,0278,,,"Sethuraman, Venkat",
06/21/2024,0,"Toulson, Charles E","Toulson, Charles E",,,0278,,,"Toulson, Charles E",
06/21/2024,0.43,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,0.65,"Odom, Christopher K","Odom, Christopher K",,,0250,,,,
06/21/2024,1.62,"Odom, Christopher K","Odom, Christopher K",,,0250,,,,
06/21/2024,2,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,2,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,2,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,2,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,2,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,3,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,3,"Cubitt, Bradley","Cubitt, Bradley",,,0271,,,"Cubitt, Bradley",
06/21/2024,3,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,3,"Hsiao, Chris L","Hsiao, Chris L",,,0271,,,"Hsiao, Chris L",
06/21/2024,3,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,3,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,3,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,4.21,"Odom, Christopher K","Odom, Christopher K",,,0250,,,,
06/21/2024,4.32,"Odom, Christopher K","Odom, Christopher K",,,0250,,,,
06/21/2024,4.44,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,4.44,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,4.74,"Odom, Christopher K","Odom, Christopher K",,,0250,,,,
06/21/2024,5,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,6,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,6,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,6,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/21/2024,6,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/21/2024,6,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/21/2024,6,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
06/21/2024,6,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,6,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,7.2,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,7.2,"Cubitt, Bradley","Cubitt, Bradley",,,0636,,,,
06/21/2024,7.2,"Odom, Christopher K","Odom, Christopher K",,,0636,,,,
06/21/2024,7.2,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,7.2,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0636,,,,
06/21/2024,7.8,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,7.8,"Cubitt, Bradley","Cubitt, Bradley",,,0636,,,,
06/21/2024,7.8,"Hsiao, Chris L","Hsiao, Chris L",,,0636,,,,
06/21/2024,7.8,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,7.8,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0636,,,,
06/21/2024,8,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,8,"Cubitt, Bradley","Cubitt, Bradley",,,0271,,,"Cubitt, Bradley",
06/21/2024,8,"Hsiao, Chris L","Hsiao, Chris L",,,0271,,,"Hsiao, Chris L",
06/21/2024,8,"Kowalski, Christopher","Kowalski, Christopher",,,0271,,,"Kowalski, Christopher",
06/21/2024,8,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,8,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,10.32,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0250,,,,
06/21/2024,10.8,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,11,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,11,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,11.45,"Odom, Christopher K","Odom, Christopher K",,,0250,,,,
06/21/2024,11.5,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,12,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,13.34,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,13.34,"Cubitt, Bradley","Cubitt, Bradley",,,0636,,,,
06/21/2024,13.34,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,16,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/21/2024,18,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,18,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/21/2024,18,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
06/21/2024,18,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,19,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,19.8,"Cubitt, Bradley","Cubitt, Bradley",,,0636,,,,
06/21/2024,20,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,20,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,21,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,21,"Cubitt, Bradley","Cubitt, Bradley",,,0271,,,"Cubitt, Bradley",
06/21/2024,21,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,21,"Hsiao, Chris L","Hsiao, Chris L",,,0271,,,"Hsiao, Chris L",
06/21/2024,21,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,21,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,21,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,21.84,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,22,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,22,"Kowalski, Christopher","Kowalski, Christopher",,,0271,,,"Kowalski, Christopher",
06/21/2024,22,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,22,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,22.42,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,24,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,24,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/21/2024,24,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/21/2024,24,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/21/2024,24,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
06/21/2024,24,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,24,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,25.2,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,25.2,"Cubitt, Bradley","Cubitt, Bradley",,,0250,,,,
06/21/2024,26.52,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,26.52,"Cubitt, Bradley","Cubitt, Bradley",,,0250,,,,
06/21/2024,26.52,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0250,,,,
06/21/2024,27,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,28,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,28,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,28,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,28,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,28,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,29,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,29.52,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,29.52,"Hsiao, Chris L","Hsiao, Chris L",,,0250,,,,
06/21/2024,29.52,"Kowalski, Christopher","Kowalski, Christopher",,,0250,,,,
06/21/2024,29.52,"Patel, Vikas MD","Patel, Vikas MD",,,0250,,,,
06/21/2024,29.52,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0250,,,,
06/21/2024,30.44,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,31.56,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,31.56,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,31.92,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,32,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,32,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,32,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/21/2024,32,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
06/21/2024,32,"Patel, Vikas MD","Patel, Vikas MD",,,0250,,,,
06/21/2024,32,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,35.38,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0250,,,,
06/21/2024,35.73,"Odom, Christopher K","Odom, Christopher K",,,0250,,,,
06/21/2024,35.73,"Patel, Vikas MD","Patel, Vikas MD",,,0250,,,,
06/21/2024,36,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,36,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/21/2024,36,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
06/21/2024,36,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,36,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,39,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,39,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,39,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/21/2024,39,"Hsiao, Chris L","Hsiao, Chris L",,"Hsiao, Chris L",0300,,,"Hsiao, Chris L",
06/21/2024,39,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,39,"McHugh, Michael","McHugh, Michael",,"McHugh, Michael",0300,,,"McHugh, Michael",
06/21/2024,39,"Odom, Christopher K","Odom, Christopher K",,"Odom, Christopher K",0300,,,"Odom, Christopher K",
06/21/2024,39,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,39,"Riaz, Ahsan","Riaz, Ahsan",,"Riaz, Ahsan",0300,,,"Riaz, Ahsan",
06/21/2024,39,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,"Rodriguez, Gabriel A",0300,,,"Rodriguez, Gabriel A",
06/21/2024,39,"Toulson, Charles E","Toulson, Charles E",,"Toulson, Charles E",0300,,,"Toulson, Charles E",
06/21/2024,39,"Valente, Mark C","Valente, Mark C",,"Valente, Mark C",0300,,,"Valente, Mark C",
06/21/2024,40,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,40,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,40,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,40,"Hsiao, Chris L","Hsiao, Chris L",,,0271,,,"Hsiao, Chris L",
06/21/2024,40,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,41.55,"Riaz, Ahsan","Riaz, Ahsan",,"Riaz, Ahsan",0300,,,"Riaz, Ahsan",
06/21/2024,42,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,42,"Cubitt, Bradley","Cubitt, Bradley",,,0271,,,"Cubitt, Bradley",
06/21/2024,42,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,42,"Hsiao, Chris L","Hsiao, Chris L",,,0271,,,"Hsiao, Chris L",
06/21/2024,42,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,42,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,42,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,42.5,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,42.5,"Patel, Vikas MD","Patel, Vikas MD",,,0250,,,,
06/21/2024,43.2,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,43.2,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,43.2,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0636,,,,
06/21/2024,44,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,44,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,44,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,44,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,44,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,45,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0250,,,,
06/21/2024,46,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/21/2024,46,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,48,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,48,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
06/21/2024,50.1,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,50.1,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/21/2024,50.1,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,50.1,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,50.6,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,51,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
06/21/2024,52,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/21/2024,53.1,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,53.1,"Cubitt, Bradley","Cubitt, Bradley",,,0636,,,,
06/21/2024,53.1,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,55,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,55,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/21/2024,55,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
06/21/2024,55,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,56,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,59.04,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,59.04,"Cubitt, Bradley","Cubitt, Bradley",,,0250,,,,
06/21/2024,61,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,61.5,"Toulson, Charles E","Toulson, Charles E",,"Toulson, Charles E",0300,,,"Toulson, Charles E",
06/21/2024,64,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,67,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,67,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,67,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
06/21/2024,71,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
06/21/2024,72,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,72,"Cubitt, Bradley","Cubitt, Bradley",,,0636,,,,
06/21/2024,72,"Hsiao, Chris L","Hsiao, Chris L",,,0636,,,,
06/21/2024,72,"Kowalski, Christopher","Kowalski, Christopher",,,0636,,,,
06/21/2024,72,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,72,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0636,,,,
06/21/2024,75,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,76.08,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,76.08,"Odom, Christopher K","Odom, Christopher K",,,0636,,,,
06/21/2024,76.08,"Patel, Vikas MD","Patel, Vikas MD",,,0636,,,,
06/21/2024,76.08,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0636,,,,
06/21/2024,78.75,"Toulson, Charles E","Toulson, Charles E",,"Toulson, Charles E",0300,,,"Toulson, Charles E",
06/21/2024,80,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,80,"Cubitt, Bradley","Cubitt, Bradley",,,0271,,,"Cubitt, Bradley",
06/21/2024,80,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,80,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,80,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,80,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,84,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,85,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,85,"Patel, Vikas MD","Patel, Vikas MD",,,0250,,,,
06/21/2024,89,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,89,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,89,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,89,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,89,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0271,,,"Rodriguez, Gabriel A",
06/21/2024,89.64,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,89.64,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0636,,,,
06/21/2024,92,"Heinrich, John B","Heinrich, John B",,,0271,,,"Heinrich, John B",
06/21/2024,92,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,92,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/21/2024,93,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,93,"Kane, Justin M","Kane, Justin M",,,0271,,,"Kane, Justin M",
06/21/2024,93,"Patel, Vikas MD","Patel, Vikas MD",,,0250,,,,
06/21/2024,93,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
06/21/2024,96,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/21/2024,96,"Hsiao, Chris L","Hsiao, Chris L",,,0250,,,,
06/21/2024,96,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0250,,,,
06/21/2024,99,"Courtney, Stephen P","Courtney, Stephen P",,"Courtney, Stephen P",0300,,,"Courtney, Stephen P",
06/21/2024,99,"Donnally, Chester MD","Donnally, Chester MD",,"Donnally, Chester MD",0300,,,"Donnally, Chester MD",
06/21/2024,99,"Jones-Quaidoo, Sean M","Jones-Quaidoo, Sean M",,"Jones-Quaidoo, Sean M",0300,,,"Jones-Quaidoo, Sean M",
06/21/2024,99,"Valente, Mark C","Valente, Mark C",,"Valente, Mark C",0300,,,"Valente, Mark C",
06/21/2024,102,"Butler, Leroy MD","Butler, Leroy MD",,,0636,,,,
06/21/2024,105.7,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,112,"Butler, Leroy MD","Butler, Leroy MD",,,0271,,,"Butler, Leroy MD",
06/21/2024,125.4,"Butler, Leroy MD","Butler, Leroy MD",,,0250,,,,
06/21/2024,125.4,"Patel, Vikas MD","Patel, Vikas MD",,,0250,,,,
06/21/2024,129.15,"Butler, Leroy MD","Butler, Leroy MD",,"Butler, Leroy MD",0300,,,"Butler, Leroy MD",
06/21/2024,129.15,"Cubitt, Bradley","Cubitt, Bradley",,"Cubitt, Bradley",0300,,,"Cubitt, Bradley",
06/21/2024,129.15,"Patel, Vikas MD","Patel, Vikas MD",,"Patel, Vikas MD",0300,,,"Patel, Vikas MD",
