Activity Date,Transaction Amount,Admitting Physician,Attending Physician,Consulting Physician,Ordering Physician,Revenue Code,Performing Physician,Referring Physician,Rendering Physician,Supervising Physician
06/01/2024,0.77,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,1.62,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,2.43,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,4.32,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,4.74,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,8.72,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,11.45,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,17.87,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,24.6,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,47.03,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,51,"Thompson, Jon C","Thompson, Jon C",,"Thompson, Jon C",0300,,,"Thompson, Jon C",
06/01/2024,53.1,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,58.78,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,138,"Sethuraman, Venkat","Sethuraman, Venkat",,"Sethuraman, Venkat",0300,,,"Sethuraman, Venkat",
06/01/2024,143.85,"Sethuraman, Venkat","Sethuraman, Venkat",,"Sethuraman, Venkat",0300,,,"Sethuraman, Venkat",
06/01/2024,153.23,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/01/2024,205.95,"Sethuraman, Venkat","Sethuraman, Venkat",,"Sethuraman, Venkat",0300,,,"Sethuraman, Venkat",
06/01/2024,1545,"Sethuraman, Venkat","Sethuraman, Venkat",,"Sethuraman, Venkat",0420,,,"Sethuraman, Venkat",
06/01/2024,3090,"Sethuraman, Venkat","Sethuraman, Venkat",,"Sethuraman, Venkat",0420,,,"Sethuraman, Venkat",
06/01/2024,4200,"Snow, Brian J","Snow, Brian J",,,0762,,,,
06/01/2024,4550,"Snow, Brian J","Snow, Brian J",,,0762,,,,
06/02/2024,0.77,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,2.43,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,4.32,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,4.74,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,7.2,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,8.72,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,11.45,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,12.47,"Sethuraman, Venkat","Sethuraman, Venkat",,"Brickey, Mark",0300,,,"Brickey, Mark",
06/02/2024,35.73,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,47.03,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,143.85,"Sethuraman, Venkat","Sethuraman, Venkat",,"Sethuraman, Venkat",0300,,,"Sethuraman, Venkat",
06/02/2024,153.23,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/02/2024,205.95,"Sethuraman, Venkat","Sethuraman, Venkat",,"Sethuraman, Venkat",0300,,,"Sethuraman, Venkat",
06/02/2024,276,"Sethuraman, Venkat","Sethuraman, Venkat",,"Brickey, Mark",0300,,,"Brickey, Mark",
06/02/2024,1545,"Sethuraman, Venkat","Sethuraman, Venkat",,"Sethuraman, Venkat",0420,,,"Sethuraman, Venkat",
06/03/2024,-144356.4,"Angobaldo, Jeff O","Angobaldo, Jeff O",,"Angobaldo, Jeff O",0360,,,"Angobaldo, Jeff O",
06/03/2024,-14631,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-10082.7,"Hsiao, Chris L","Hsiao, Chris L",,"Hsiao, Chris L",0360,,,"Hsiao, Chris L",
06/03/2024,-10082.7,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,"Rodriguez, Gabriel A",0360,,,"Rodriguez, Gabriel A",
06/03/2024,-7725,"Lue, Jeffrey","Lue, Jeffrey",,,0278,,,"Lue, Jeffrey",
06/03/2024,-6167,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-6167,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-6000,"Berry, Robert E","Berry, Robert E",,,0278,,,"Berry, Robert E",
06/03/2024,-5001,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-5001,"Jacoby, Hope A","Jacoby, Hope A",,,0278,,,"Jacoby, Hope A",
06/03/2024,-3850,"Macphee, Jessica","Macphee, Jessica",,,0762,,,,
06/03/2024,-3388.65,"Courtney, Stephen P","Courtney, Stephen P",,"Courtney, Stephen P",0320,,,"Courtney, Stephen P",
06/03/2024,-3388.65,"Hsiao, Chris L","Hsiao, Chris L",,"Hsiao, Chris L",0320,,,"Hsiao, Chris L",
06/03/2024,-3388.65,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,"Rodriguez, Gabriel A",0320,,,"Rodriguez, Gabriel A",
06/03/2024,-3050,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-3000,"Heinrich, John B","Heinrich, John B",,,0278,,,"Heinrich, John B",
06/03/2024,-2927,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-2650,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-2335.2,"Berry, Robert E","Berry, Robert E",,"Berry, Robert E",0614,,,"Berry, Robert E",
06/03/2024,-2200,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/03/2024,-2200,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/03/2024,-2138.9,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,-2138.9,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/03/2024,-1800,"Jacoby, Hope A","Jacoby, Hope A",,,0278,,,"Jacoby, Hope A",
06/03/2024,-1765.92,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,-1747,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-1744,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-1744,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-1680,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-1062,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-1062,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-1002,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-830,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-816,"Berry, Robert E","Berry, Robert E",,,0278,,,"Berry, Robert E",
06/03/2024,-800,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-794,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-693,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-684,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-671,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-671,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-655,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-639,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-634,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-540,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-521,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-470,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-453,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-438,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-432,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-376.2,"Lue, Jeffrey","Lue, Jeffrey",,,0250,,,,
06/03/2024,-327,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-317,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-314,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-280,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/03/2024,-280,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/03/2024,-276,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-265,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-265,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-220,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-200,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-200,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-200,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-195.8,"Courtney, Stephen P","Courtney, Stephen P",,,0636,,,,
06/03/2024,-169,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-163,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-154,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-138,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-118,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-110,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-93,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-91,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-90,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-80,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-71,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-71,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-67,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-64,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-64,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-61,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-61,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-61,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-55,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-55,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-55,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-55,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-53,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-52,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/03/2024,-52,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/03/2024,-51,"Thompson, Jon C","Thompson, Jon C",,"Thompson, Jon C",0300,,,"Thompson, Jon C",
06/03/2024,-50.1,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-50.1,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-50.1,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-50.1,"Lue, Jeffrey","Lue, Jeffrey",,,0272,,,"Lue, Jeffrey",
06/03/2024,-50.1,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-48,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-46,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/03/2024,-46,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/03/2024,-43.2,"Courtney, Stephen P","Courtney, Stephen P",,,0636,,,,
06/03/2024,-40,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-40,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-40,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-39,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/03/2024,-36,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-36,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/03/2024,-36,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-36,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/03/2024,-36,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-36,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/03/2024,-36,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-33,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/03/2024,-32,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-32,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/03/2024,-32,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/03/2024,-32,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/03/2024,-29,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/03/2024,-29,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/03/2024,-27,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-25,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-24,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-24,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/03/2024,-24,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-24,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/03/2024,-24,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-24,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/03/2024,-24,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-19,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-18,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-18,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-18,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-18,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-16,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-16,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-15.4,"Hsiao, Chris L","Hsiao, Chris L",,,0636,,,,
06/03/2024,-15.4,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0636,,,,
06/03/2024,-6,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-6,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
06/03/2024,-6,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
06/03/2024,-6,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
06/03/2024,-6,"Jacoby, Hope A","Jacoby, Hope A",,,0272,,,"Jacoby, Hope A",
06/03/2024,-6,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
06/03/2024,-6,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,-5,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
06/03/2024,-5,"Thompson, Jon C","Thompson, Jon C",,,0272,,,"Thompson, Jon C",
06/03/2024,0,"Berry, Robert E","Berry, Robert E",,,0278,,,"Berry, Robert E",
06/03/2024,0,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,0,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,0,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
06/03/2024,0,"Heinrich, John B","Heinrich, John B",,,0278,,,"Heinrich, John B",
06/03/2024,0,"Lue, Jeffrey","Lue, Jeffrey",,,0271,,,"Lue, Jeffrey",
06/03/2024,0,"McHugh, Michael","McHugh, Michael",,,0271,,,"McHugh, Michael",
06/03/2024,0,"McHugh, Michael","McHugh, Michael",,,0278,,,"McHugh, Michael",
06/03/2024,0,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
06/03/2024,0,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/03/2024,0,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,1.62,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,1.62,"McHugh, Michael","McHugh, Michael",,,0250,,,,
06/03/2024,1.62,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/03/2024,1.96,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/03/2024,2,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,2,"Lue, Jeffrey","Lue, Jeffrey",,,0271,,,"Lue, Jeffrey",
06/03/2024,2,"McHugh, Michael","McHugh, Michael",,,0271,,,"McHugh, Michael",
06/03/2024,2,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,3,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,3,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
06/03/2024,3,"Lue, Jeffrey","Lue, Jeffrey",,,0271,,,"Lue, Jeffrey",
06/03/2024,3,"McHugh, Michael","McHugh, Michael",,,0271,,,"McHugh, Michael",
06/03/2024,3,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,3.21,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/03/2024,4.32,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,4.32,"McHugh, Michael","McHugh, Michael",,,0250,,,,
06/03/2024,4.32,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/03/2024,4.44,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,4.44,"Courtney, Stephen P","Courtney, Stephen P",,,0636,,,,
06/03/2024,4.44,"Sethuraman, Venkat","Sethuraman, Venkat",,,0636,,,,
06/03/2024,4.74,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,4.74,"McHugh, Michael","McHugh, Michael",,,0250,,,,
06/03/2024,5,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,5,"Lue, Jeffrey","Lue, Jeffrey",,,0272,,,"Lue, Jeffrey",
06/03/2024,5,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,6,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
06/03/2024,6,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
06/03/2024,6,"Lue, Jeffrey","Lue, Jeffrey",,,0272,,,"Lue, Jeffrey",
06/03/2024,6,"McHugh, Michael","McHugh, Michael",,,0272,,,"McHugh, Michael",
06/03/2024,6,"Sethuraman, Venkat","Sethuraman, Venkat",,,0272,,,"Sethuraman, Venkat",
06/03/2024,6.88,"Grantham, Cori","Grantham, Cori",,,0250,,,,
06/03/2024,7.2,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,7.2,"Courtney, Stephen P","Courtney, Stephen P",,,0636,,,,
06/03/2024,7.2,"Grantham, Cori","Grantham, Cori",,,0636,,,,
06/03/2024,7.2,"Lue, Jeffrey","Lue, Jeffrey",,,0636,,,,
06/03/2024,7.2,"McHugh, Michael","McHugh, Michael",,,0636,,,,
06/03/2024,7.2,"Sethuraman, Venkat","Sethuraman, Venkat",,,0636,,,,
06/03/2024,7.8,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,7.8,"Courtney, Stephen P","Courtney, Stephen P",,,0636,,,,
06/03/2024,7.8,"Grantham, Cori","Grantham, Cori",,,0636,,,,
06/03/2024,7.8,"Lue, Jeffrey","Lue, Jeffrey",,,0636,,,,
06/03/2024,7.8,"McHugh, Michael","McHugh, Michael",,,0636,,,,
06/03/2024,7.8,"Sethuraman, Venkat","Sethuraman, Venkat",,,0636,,,,
06/03/2024,8,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,8,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
06/03/2024,8,"Lue, Jeffrey","Lue, Jeffrey",,,0271,,,"Lue, Jeffrey",
06/03/2024,8,"McHugh, Michael","McHugh, Michael",,,0271,,,"McHugh, Michael",
06/03/2024,8,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,8.72,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,8.72,"McHugh, Michael","McHugh, Michael",,,0250,,,,
06/03/2024,9,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,9,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,9.72,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,10.8,"Lue, Jeffrey","Lue, Jeffrey",,,0250,,,,
06/03/2024,11,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,11,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,11.45,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/03/2024,12,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
06/03/2024,12,"Sethuraman, Venkat","Sethuraman, Venkat",,,0272,,,"Sethuraman, Venkat",
06/03/2024,13,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,13,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,13.34,"Courtney, Stephen P","Courtney, Stephen P",,,0636,,,,
06/03/2024,13.34,"Grantham, Cori","Grantham, Cori",,,0636,,,,
06/03/2024,13.34,"Lue, Jeffrey","Lue, Jeffrey",,,0636,,,,
06/03/2024,13.34,"McHugh, Michael","McHugh, Michael",,,0636,,,,
06/03/2024,13.34,"Sethuraman, Venkat","Sethuraman, Venkat",,,0636,,,,
06/03/2024,16,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
06/03/2024,16,"Sethuraman, Venkat","Sethuraman, Venkat",,,0272,,,"Sethuraman, Venkat",
06/03/2024,17.87,"Lue, Jeffrey","Lue, Jeffrey",,,0250,,,,
06/03/2024,17.87,"Sethuraman, Venkat","Sethuraman, Venkat",,,0250,,,,
06/03/2024,18,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
06/03/2024,18,"Lue, Jeffrey","Lue, Jeffrey",,,0272,,,"Lue, Jeffrey",
06/03/2024,18,"Sethuraman, Venkat","Sethuraman, Venkat",,,0272,,,"Sethuraman, Venkat",
06/03/2024,18.82,"Courtney, Stephen P","Courtney, Stephen P",,,0250,,,,
06/03/2024,18.82,"McHugh, Michael","McHugh, Michael",,,0636,,,,
06/03/2024,19,"Lue, Jeffrey","Lue, Jeffrey",,,0272,,,"Lue, Jeffrey",
06/03/2024,19,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,20,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,20,"Lue, Jeffrey","Lue, Jeffrey",,,0271,,,"Lue, Jeffrey",
06/03/2024,20,"McHugh, Michael","McHugh, Michael",,,0271,,,"McHugh, Michael",
06/03/2024,21,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,21,"Lue, Jeffrey","Lue, Jeffrey",,,0271,,,"Lue, Jeffrey",
06/03/2024,21,"McHugh, Michael","McHugh, Michael",,,0271,,,"McHugh, Michael",
06/03/2024,21,"Sethuraman, Venkat","Sethuraman, Venkat",,,0271,,,"Sethuraman, Venkat",
06/03/2024,21.84,"Grantham, Cori","Grantham, Cori",,,0250,,,,
06/03/2024,21.84,"Lue, Jeffrey","Lue, Jeffrey",,,0250,,,,
06/03/2024,21.84,"McHugh, Michael","McHugh, Michael",,,0250,,,,
06/03/2024,22,"Courtney, Stephen P","Courtney, Stephen P",,,0271,,,"Courtney, Stephen P",
06/03/2024,22,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
